pred,label
47,47
47,47
45,45
55,2
45,45
46,46
46,46
47,47
46,46
45,45
47,47
46,46
47,38
29,21
2,2
47,47
46,55
47,47
46,45
38,47
47,47
46,46
47,38
46,46
46,46
47,47
45,45
47,47
45,55
31,19
29,29
29,55
45,55
46,46
19,25
38,38
47,47
2,41
47,47
54,47
46,46
2,2
29,30
38,29
47,47
46,46
45,45
29,53
46,46
29,30
29,39
35,25
47,47
46,54
46,46
47,47
35,47
29,39
46,46
47,47
46,46
29,38
46,46
32,53
39,39
46,46
47,47
46,46
46,46
46,46
46,46
38,38
47,47
47,28
47,47
32,30
55,45
47,45
47,47
47,47
29,25
47,47
47,38
46,46
46,46
29,29
46,47
46,46
29,29
29,39
21,30
45,54
29,32
32,53
46,45
29,54
30,31
55,2
47,47
46,45
39,30
24,21
32,53
47,45
47,47
45,55
47,47
46,46
47,38
45,55
47,47
47,47
29,21
45,41
47,47
41,11
45,45
29,29
29,39
46,46
55,2
32,53
45,55
29,55
46,46
46,45
29,32
46,46
29,35
47,47
47,47
29,54
47,47
47,47
25,55
47,47
47,47
38,47
47,47
46,46
47,47
29,30
47,47
46,46
47,19
47,47
45,55
19,25
2,26
29,54
46,47
31,54
47,47
47,47
47,47
47,47
29,30
46,47
47,47
29,29
29,54
47,47
46,46
46,46
39,35
47,47
31,35
46,46
47,47
46,46
47,47
46,46
47,47
47,47
46,46
46,45
47,47
46,55
47,47
54,31
46,46
46,5
47,28
29,29
47,47
29,35
46,47
46,46
46,46
29,54
32,31
47,47
47,47
29,21
46,47
47,47
29,54
47,47
29,35
46,46
29,19
47,47
46,45
53,49
30,31
46,46
45,55
46,46
29,39
39,35
29,54
19,55
47,47
47,46
47,47
46,45
45,46
38,38
29,29
54,35
46,46
29,29
46,47
38,54
39,35
47,47
47,47
47,46
47,47
46,45
46,46
38,39
29,35
46,45
2,9
47,47
45,45
29,39
46,45
29,32
29,47
46,46
38,38
38,29
47,47
47,47
46,46
32,53
47,47
46,45
46,46
46,46
45,45
47,47
45,55
46,46
47,47
2,20
29,32
38,29
45,55
46,46
38,38
47,47
29,30
46,46
38,29
46,46
47,47
38,39
47,47
29,39
46,46
39,47
45,55
29,39
46,46
29,30
46,45
47,47
46,47
19,47
47,46
46,46
47,47
47,47
30,35
29,32
47,47
39,32
47,47
38,47
46,46
46,46
46,46
47,47
29,29
45,55
39,32
46,46
46,46
29,35
29,31
45,45
45,55
47,47
47,47
46,46
29,47
47,47
38,39
46,45
47,47
46,45
46,45
47,32
39,30
46,45
29,54
2,2
47,47
46,46
46,47
38,29
47,46
30,53
47,47
47,47
47,47
38,47
2,20
46,46
25,25
29,47
46,46
45,55
29,54
45,45
47,47
46,46
38,55
47,47
45,45
47,47
46,46
46,46
46,46
29,39
47,39
38,47
46,47
46,46
2,23
46,46
29,21
46,46
47,47
55,2
45,45
38,47
47,47
29,35
47,47
47,47
55,46
45,55
47,47
29,32
38,47
47,47
46,45
47,47
29,29
47,46
46,45
47,47
46,46
46,45
47,47
45,55
46,46
46,47
45,45
46,46
29,35
46,46
2,2
46,40
47,55
46,46
38,39
47,47
46,46
47,47
46,47
29,29
31,19
38,38
47,47
55,2
38,38
46,46
46,46
46,46
38,38
46,46
47,47
39,32
55,2
38,46
46,46
29,39
29,32
46,22
46,46
47,47
46,46
29,38
31,19
47,47
46,47
29,32
45,55
29,29
46,46
2,18
46,46
45,54
24,25
29,30
47,47
47,47
29,54
46,46
46,46
46,46
47,47
46,46
38,47
47,47
47,47
29,29
55,2
53,21
38,38
47,39
47,38
47,47
31,19
2,5
29,30
47,47
46,46
46,46
46,45
46,46
47,38
38,47
29,30
46,46
47,47
45,45
46,46
29,30
38,38
29,32
46,46
29,29
29,54
47,47
29,54
47,47
29,30
38,38
29,35
47,47
47,46
46,55
29,21
47,47
38,54
29,54
47,47
29,54
47,38
55,40
47,47
46,46
38,38
30,30
47,38
46,46
46,46
47,47
38,38
19,24
46,46
45,55
29,39
46,46
38,38
29,54
46,46
31,19
38,38
46,46
35,28
47,47
47,47
47,47
47,47
47,28
29,29
40,26
47,38
45,45
47,47
29,29
47,28
47,46
31,46
46,46
29,47
46,45
18,23
47,47
47,47
46,45
46,45
55,45
45,46
47,53
46,46
38,38
47,47
46,45
45,45
46,46
46,46
29,30
46,47
46,45
55,45
46,45
29,54
46,46
45,45
25,22
29,27
38,38
29,47
29,54
47,47
46,46
47,47
46,46
29,32
29,39
2,41
2,41
47,46
46,46
31,31
46,46
45,45
47,47
38,29
47,47
18,46
46,46
